Id,NA_Sales,Platform,Year_of_Release,Genre,Publisher,JP_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
1063,0.0,DS,2010.0,Misc,Nintendo,0.0,,,,,,
1064,0.17,X360,2007.0,Action,Tecmo Koei,0.0,53.0,27.0,7.4,13.0,Omega Force,T
1065,0.02,N64,1998.0,Platform,Infogrames,0.0,,,,,,
1066,0.0,PSP,2014.0,Adventure,Quinrose,0.01,,,,,,
1067,0.18,Wii,2008.0,Puzzle,Capcom,0.0,52.0,11.0,tbd,,Infinite Interactive,E
1068,0.0,3DS,2012.0,Action,Rocket Company,0.13,,,,,,
1069,0.05,PSV,2015.0,Action,Warner Bros. Interactive Entertainment,0.0,,,7.6,11.0,TT Games,E10+
1070,0.57,DS,2006.0,Shooter,Nintendo,0.11,85.0,54.0,8,188.0,Nintendo,T
1071,0.47,GBA,2002.0,Action,TDK Mediactive,0.0,71.0,7.0,7.4,5.0,TOSE,E
1072,0.0,GBA,2004.0,Shooter,Konami Digital Entertainment,0.12,,,,,,
1073,0.0,X360,2006.0,Action,Electronic Arts,0.01,,,,,,
1074,0.29,PC,2013.0,Shooter,Take-Two Interactive,0.0,94.0,68.0,8.5,7322.0,Irrational Games,M
1075,0.0,PSP,2013.0,Adventure,Broccoli,0.02,,,,,,
1076,0.05,PSP,2009.0,Role-Playing,Falcom Corporation,0.03,,,,,,
1077,0.63,DS,2008.0,Simulation,Ubisoft,0.0,,,tbd,,Visual Impact,E
1078,0.05,DS,2007.0,Puzzle,Eidos Interactive,0.0,68.0,13.0,tbd,,Zoonami Ltd.,E
1079,1.26,Wii,2008.0,Platform,Sega,0.02,66.0,30.0,7.3,136.0,Sonic Team,E10+
1080,0.18,PSP,2009.0,Platform,Sony Computer Entertainment,0.0,71.0,47.0,6.3,28.0,High Impact Games,E10+
1081,1.21,DS,2008.0,Misc,Take-Two Interactive,0.0,48.0,11.0,3.3,4.0,Cat Daddy Games,E
1082,0.0,Wii,2010.0,Misc,Deep Silver,0.0,,,,,,
1083,0.25,PSV,2012.0,Shooter,Sony Computer Entertainment,0.04,71.0,60.0,7.5,169.0,Zipper Interactive,T
1084,0.0,PC,2016.0,Simulation,Astragon,0.0,46.0,8.0,6.1,18.0,Still Alive Studios,
1085,0.11,PS3,2010.0,Sports,Ubisoft,0.0,61.0,26.0,6.5,8.0,Ubisoft Montreal,T
1086,0.23,Wii,2010.0,Simulation,Atari,0.0,,,tbd,,Tornado Studios,E
1087,0.0,DS,2010.0,Misc,D3Publisher,0.02,,,,,,
1088,0.0,PSP,2011.0,Adventure,5pb,0.02,,,,,,
1089,0.0,SAT,1997.0,Fighting,Sega,0.15,,,,,,
1090,0.0,DS,2007.0,Role-Playing,Namco Bandai Games,0.03,,,,,,
1091,0.0,3DS,2011.0,Action,Funbox Media,0.0,,,,,,
1092,0.03,PS,2000.0,Sports,Mattel Interactive,0.0,57.0,5.0,tbd,,Krome Studios,E
1093,1.02,DS,2011.0,Strategy,Warner Bros. Interactive Entertainment,0.0,59.0,14.0,6.9,11.0,Hellbent Games,E
1094,0.13,PSP,2010.0,Role-Playing,Square Enix,0.27,71.0,56.0,6.1,113.0,HexaDrive,M
1095,0.0,DS,2010.0,Simulation,Konami Digital Entertainment,0.03,,,,,,
1096,0.0,PS3,2014.0,Sports,Konami Digital Entertainment,0.17,,,,,,
1097,0.06,PSP,2007.0,Misc,Xplosiv,0.0,57.0,6.0,tbd,,Jack of All Games,E
1098,0.0,PSV,2015.0,Action,Idea Factory,0.01,,,,,,
1099,0.16,PS2,2002.0,Role-Playing,Ubisoft,0.29,78.0,30.0,8.4,38.0,"Media Vision, Contrail",T
1100,0.83,PS3,2011.0,Shooter,Valve,0.02,95.0,54.0,8.4,937.0,Valve Software,E10+
1101,0.2,PS2,2004.0,Misc,Mud Duck Productions,0.0,,,tbd,,Virtual Toys,E
1102,2.81,PS4,2014.0,Shooter,Activision,0.14,83.0,39.0,5.7,1443.0,Sledgehammer Games,M
1103,0.07,PS2,2004.0,Adventure,Codemasters,0.0,76.0,48.0,8,23.0,Free Radical Design,T
1104,0.07,Wii,2010.0,Shooter,Neko Entertainment,0.0,,,tbd,,Neko Entertainment,T
1105,0.02,PC,2011.0,Sports,Sega,0.0,84.0,45.0,8,172.0,Sports Interactive,E
1106,0.0,PS2,2005.0,Strategy,Square Enix,0.21,,,,,,
1107,0.0,PS,1999.0,Sports,Namco Bandai Games,0.31,,,,,,
1108,0.1,DS,2008.0,Action,Mindscape,0.0,52.0,10.0,tbd,,"Microids, Dreamcatcher",T
1109,0.0,PC,2008.0,Simulation,Electronic Arts,0.0,75.0,10.0,7.7,19.0,Electronic Arts,T
1110,0.29,PS2,2003.0,Sports,Atari,0.0,,,,,,
1111,0.06,GC,2002.0,Sports,TDK Mediactive,0.0,69.0,14.0,tbd,,Hypnotix,T
1112,1.06,XOne,2013.0,Action,Microsoft Game Studios,0.01,78.0,69.0,6.8,908.0,Capcom Vancouver,M
1113,0.0,PS2,2007.0,Strategy,Interchannel-Holon,0.01,,,,,,
1114,0.0,SAT,1995.0,Adventure,Sega,0.03,,,,,,
1115,0.02,PS4,2016.0,Shooter,Nippon Ichi Software,0.0,55.0,19.0,4.7,34.0,"Mediascape, CUBETYPE",E10+
1116,0.0,PSV,2015.0,Action,Idea Factory,0.03,,,,,,
1117,0.31,DS,2005.0,Action,THQ,0.0,67.0,5.0,7.6,10.0,Tantatus,E
1118,0.19,DS,2009.0,Action,Zoo Games,0.0,,,tbd,,Zoo Games,E
1119,0.91,PS2,2001.0,Sports,Electronic Arts,0.0,70.0,16.0,7.4,8.0,Electronic Arts,E
1120,0.94,N64,1998.0,Racing,Electronic Arts,0.0,,,,,,
1121,0.02,Wii,2009.0,Sports,Reef Entertainment,0.0,,,tbd,,Rebellion,T
1122,0.02,PSP,2007.0,Shooter,Ignition Entertainment,0.02,78.0,26.0,7.4,25.0,Terminal Reality,T
1123,0.02,XB,2003.0,Racing,Midway Games,0.0,64.0,22.0,tbd,,Midway,T
1124,0.07,XB,2005.0,Action,Activision,0.0,71.0,20.0,9.3,4.0,Shaba Games,E10+
1125,0.02,DS,2010.0,Platform,Destineer,0.0,63.0,4.0,tbd,,"United Coders, Wizardry Engineering",E10+
1126,0.15,PS,2000.0,Sports,Natsume,0.0,,,,,,
1127,0.0,PSP,2012.0,Action,Idea Factory,0.02,,,,,,
1128,0.07,PS2,2005.0,Simulation,Bethesda Softworks,0.0,,,,,,
1129,0.44,PS3,2010.0,Fighting,THQ,0.01,74.0,42.0,6.9,41.0,Yuke's,T
1130,0.07,XB,2004.0,Racing,Eidos Interactive,0.0,65.0,25.0,6.4,7.0,Climax Group,T
1131,0.0,SAT,1995.0,Misc,Jaleco,0.1,,,,,,
1132,0.3,PS2,2003.0,Fighting,Eidos Interactive,0.0,51.0,24.0,7.8,29.0,Paradox Development,M
1133,0.08,DS,2011.0,Platform,505 Games,0.0,,,,,,
1134,0.16,3DS,2015.0,Role-Playing,Nintendo,0.26,,,,,,
1135,0.0,PS3,2007.0,Role-Playing,Ubisoft,0.04,,,,,,
1136,0.05,PS2,2007.0,Action,Eidos Interactive,0.0,,,tbd,,Eidos Interactive,M
1137,0.0,3DS,2013.0,Sports,Level 5,0.26,,,,,,
1138,0.33,PSP,2007.0,Misc,Sony Computer Entertainment,0.07,86.0,60.0,8.7,102.0,SCE Japan Studio,E
1139,0.05,X360,2009.0,Shooter,Eidos Interactive,0.0,30.0,21.0,5.9,33.0,Rebellion,M
1140,0.09,PS2,2005.0,Shooter,Eidos Interactive,0.0,62.0,15.0,8.5,10.0,Pivotal Games,M
1141,0.0,SNES,1991.0,Shooter,Nintendo,0.23,,,,,,
1142,0.0,PSP,2011.0,Role-Playing,Starfish,0.02,,,,,,
1143,0.17,Wii,2011.0,Action,Electronic Arts,0.0,47.0,6.0,6.6,5.0,EA Bright Light,T
1144,0.44,N64,1999.0,Platform,Konami Digital Entertainment,0.04,,,,,,
1145,0.81,PS,1998.0,Action,Capcom,0.7,,,,,,
1146,0.0,X360,2011.0,Misc,PopCap Games,0.0,,,,,,
1147,0.11,PS4,2016.0,Platform,Electronic Arts,0.02,69.0,50.0,4.7,578.0,EA DICE,T
1148,0.82,GB,1988.0,Platform,Capcom,0.35,,,,,,
1149,0.0,DS,2008.0,Role-Playing,Banpresto,0.07,,,,,,
1150,0.2,X360,2006.0,Action,Microsoft Game Studios,0.05,,,,,,
1151,0.07,X360,2013.0,Action,Square Enix,0.0,69.0,14.0,7.2,45.0,Io Interactive,M
1152,0.15,XB,2004.0,Action,Activision,0.0,67.0,28.0,tbd,,Edge of Reality,E
1153,0.0,PC,2008.0,Sports,Electronic Arts,0.0,62.0,6.0,4.1,30.0,EA Canada,E10+
1154,1.07,Wii,2009.0,Misc,Disney Interactive Studios,0.0,,,tbd,,Zoe Mode,E
1155,0.09,PS,,Adventure,Infogrames,0.0,77.0,15.0,8.1,40.0,Darkworks,M
1156,0.0,DS,2007.0,Misc,Ubisoft,0.01,,,,,,
1157,0.0,PSV,2014.0,Role-Playing,Nihon Falcom Corporation,0.06,,,,,,
1158,0.0,PS2,2007.0,Misc,Irem Software Engineering,0.05,,,,,,
1159,0.41,DS,2009.0,Platform,Disney Interactive Studios,0.0,,,tbd,,Griptonite Games,E
1160,0.44,XB,2004.0,Sports,Electronic Arts,0.0,90.0,31.0,8.5,19.0,EA Sports,E
1161,0.0,PS2,2006.0,Adventure,Sony Computer Entertainment,0.01,,,,,,
1162,0.01,PC,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.0,76.0,10.0,5.1,475.0,High Voltage Software,M
1163,0.44,PC,2011.0,Role-Playing,Unknown,0.0,84.0,59.0,7.3,561.0,Trion Worlds,T
1164,0.3,PS3,2011.0,Action,Disney Interactive Studios,0.0,70.0,29.0,6.9,13.0,Eurocom Entertainment Software,E10+
1165,0.38,Wii,2009.0,Adventure,Knowledge Adventure,0.0,68.0,8.0,tbd,,Knowledge Adventure Inc.,E
1166,0.0,SNES,1993.0,Role-Playing,Nintendo,0.13,,,,,,
1167,0.04,Wii,2008.0,Sports,Atari,0.0,37.0,4.0,7.8,5.0,Humongous Entertainment,E
1168,0.86,Wii,2008.0,Misc,Electronic Arts,0.0,70.0,11.0,7.8,17.0,Electronic Arts,E
1169,3.54,SNES,1992.0,Racing,Nintendo,3.81,,,,,,
1170,0.17,PS2,2007.0,Sports,Take-Two Interactive,0.0,66.0,4.0,tbd,,Visual Concepts,E
1171,0.0,3DS,2011.0,Role-Playing,Square Enix,0.13,,,,,,
1172,0.11,PS3,2011.0,Action,Electronic Arts,0.04,77.0,56.0,8.1,124.0,Grasshopper Manufacture,M
1173,0.36,XB,2003.0,Sports,Microsoft Game Studios,0.14,73.0,42.0,7.8,47.0,Team Ninja,M
1174,0.0,3DS,2011.0,Strategy,Tecmo Koei,0.03,,,,,,
1175,0.0,PC,2005.0,Simulation,Codemasters,0.0,76.0,18.0,6.7,19.0,IR Gurus,T
1176,0.09,DS,2007.0,Simulation,Game Life,0.0,68.0,9.0,tbd,,Neko Entertainment,E
1177,0.08,XB,2005.0,Action,THQ,0.0,75.0,55.0,8.1,16.0,Wideload Games Inc.,M
1178,0.0,N64,,Sports,Namco Bandai Games,0.17,,,,,,
1179,0.05,PS,2000.0,Platform,Virgin Interactive,0.0,69.0,15.0,8.1,11.0,Capcom,E
1180,0.0,PS2,2006.0,Fighting,Ignition Entertainment,0.02,,,,,,
1181,0.02,PS4,2016.0,Action,PQube,0.0,57.0,11.0,7.8,9.0,Acquire,T
1182,0.06,GC,2003.0,Action,Kemco,0.0,29.0,14.0,3.2,19.0,Kemco,T
1183,0.32,PS2,2004.0,Platform,Vivendi Games,0.0,64.0,38.0,8,129.0,Traveller's Tales,E
1184,0.18,GBA,2005.0,Simulation,Ubisoft,0.0,,,7.9,8.0,MTO,E
1185,0.05,DS,2009.0,Strategy,Black Bean Games,0.0,42.0,5.0,tbd,,Slitherine,E10+
1186,1.51,Wii,,Action,LucasArts,0.0,78.0,22.0,6.6,28.0,Traveller's Tales,E10+
1187,0.5,PS,1999.0,Action,989 Studios,0.0,,,,,,
1188,0.04,GBA,2005.0,Strategy,Atari,0.0,78.0,29.0,9.1,10.0,Codo Games,E10+
1189,0.37,PS2,2003.0,Sports,Activision Value,0.0,,,9,40.0,Sand Grain Studios,T
1190,0.24,DS,2006.0,Platform,Activision,0.0,71.0,17.0,6.4,9.0,Vicarious Visions,E
1191,0.09,PC,2015.0,Strategy,Sega,0.0,80.0,66.0,7.3,520.0,Creative Assembly,T
1192,1.96,PS,1998.0,Platform,Sony Computer Entertainment,0.0,,,,,,
1193,0.0,PC,2007.0,Action,Ubisoft,0.0,76.0,15.0,7.4,242.0,Capcom,M
1194,0.04,N64,2000.0,Role-Playing,Titus,0.0,,,,,,
1195,0.64,PS3,2010.0,Action,Electronic Arts,0.04,75.0,69.0,7.5,265.0,Visceral Games,M
1196,0.02,DS,2011.0,Puzzle,CDV Software Entertainment,0.0,,,,,,
1197,0.1,PS3,2011.0,Misc,Ubisoft,0.0,,,tbd,,Ubisoft,E
1198,0.32,N64,1997.0,Racing,Kemco,0.0,,,,,,
1199,0.16,Wii,2008.0,Misc,Game Factory,0.0,,,tbd,,EKO Software,E
1200,0.89,PS3,2007.0,Sports,Electronic Arts,0.0,81.0,31.0,5.3,33.0,EA Tiburon,E
1201,0.28,PS2,2004.0,Role-Playing,Sony Computer Entertainment,0.0,,,,,,
1202,0.96,PS2,2005.0,Fighting,Atari,0.54,72.0,29.0,8.4,71.0,Spike,T
1203,0.0,DS,2011.0,Action,Namco Bandai Games,0.02,,,,,,
1204,0.59,PS2,2002.0,Action,Black Label Games,0.0,59.0,19.0,5.1,20.0,Surreal Software,T
1205,0.23,GC,2002.0,Racing,Acclaim Entertainment,0.0,78.0,18.0,7.9,18.0,Criterion Games,E
1206,0.35,Wii,2008.0,Sports,Activision Value,0.0,,,4.5,6.0,FUN Labs,T
1207,0.23,XB,,Shooter,Activision,0.0,81.0,24.0,6.8,15.0,Vicarious Visions,T
1208,0.19,XB,2005.0,Simulation,Electronic Arts,0.0,75.0,31.0,7.1,8.0,Maxis,T
1209,0.86,X360,2010.0,Sports,Electronic Arts,0.0,86.0,29.0,7.1,70.0,EA Tiburon,E
1210,0.18,DS,2008.0,Simulation,Destineer,0.0,,,tbd,,Black Lantern Studios,E10+
1211,0.0,GB,1989.0,Misc,Nintendo,1.28,,,,,,
1212,0.0,PS,1995.0,Platform,Sony Computer Entertainment,0.02,,,,,,
1213,0.53,XB,2005.0,Racing,Electronic Arts,0.0,83.0,32.0,8.8,29.0,EA Canada,T
1214,0.1,Wii,2010.0,Misc,Ubisoft,0.0,,,tbd,,Ludia Inc.,E
1215,0.36,XB,2004.0,Sports,Electronic Arts,0.0,78.0,44.0,6.5,11.0,EA Tiburon,E
1216,0.07,PSP,2009.0,Role-Playing,Atlus,0.06,68.0,13.0,7.3,21.0,Sting,T
1217,0.0,Wii,2012.0,Action,Funbox Media,0.0,,,,,,
1218,0.13,X360,2010.0,Role-Playing,Square Enix,0.04,67.0,60.0,8.3,126.0,Cavia Inc.,M
1219,0.72,X360,2014.0,Action,Ubisoft,0.01,,,5,332.0,Ubisoft Montreal,M
1220,0.23,N64,1999.0,Sports,Midway Games,0.0,,,,,,
1221,1.68,PS2,2002.0,Racing,Electronic Arts,0.02,89.0,31.0,8.5,92.0,Black Box,E
1222,7.97,X360,2007.0,Shooter,Microsoft Game Studios,0.13,94.0,86.0,7.8,4100.0,"Bungie Software, Bungie",M
1223,0.95,X360,2009.0,Fighting,Electronic Arts,0.0,87.0,76.0,8.1,86.0,EA Canada,T
1224,0.04,DS,2006.0,Puzzle,"Destination Software, Inc",0.0,,,,,,
1225,1.73,X360,2011.0,Misc,Microsoft Game Studios,0.02,73.0,33.0,2.9,67.0,Frontier Developments,E10+
1226,0.0,WiiU,2014.0,Misc,Namco Bandai Games,0.11,,,,,,
1227,0.0,PC,2012.0,Simulation,Focus Home Interactive,0.0,65.0,12.0,7.5,111.0,Giants Software,E
1228,0.04,XB,2003.0,Action,Acclaim Entertainment,0.0,65.0,25.0,7.1,7.0,Acclaim Studios Manchester,M
1229,0.15,PS4,2013.0,Sports,Electronic Arts,0.0,43.0,25.0,2.7,175.0,EA Sports,E
1230,0.1,XOne,2015.0,Misc,Ubisoft,0.0,,,tbd,,Ubisoft,E10+
1231,0.0,Wii,2007.0,Misc,Sega,0.01,,,,,,
1232,0.43,PS,1997.0,Racing,Infogrames,0.09,,,,,,
1233,0.0,PSV,2012.0,Adventure,Namco Bandai Games,0.07,,,,,,
1234,0.01,PC,2010.0,Role-Playing,Paradox Interactive,0.0,,,,,,
1235,0.0,PSP,2012.0,Adventure,Idea Factory,0.03,,,,,,
1236,0.06,PS,1998.0,Role-Playing,Atlus,0.0,,,,,,
1237,0.02,PC,2003.0,Simulation,Microsoft Game Studios,0.0,85.0,39.0,9,185.0,Digital Anvil,T
1238,0.06,PS2,2008.0,Adventure,Capcom,0.0,63.0,21.0,tbd,,High Voltage Software,T
1239,0.21,GC,2003.0,Role-Playing,Nintendo,0.0,80.0,48.0,9,59.0,Monolith Soft,T
1240,0.01,GBA,2004.0,Adventure,Vivendi Games,0.0,,,tbd,,WayForward,E
1241,0.13,DS,2008.0,Sports,Arc System Works,0.0,65.0,12.0,tbd,,Million,E
1242,0.06,PS,1997.0,Shooter,GT Interactive,0.0,,,,,,
1243,0.03,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,,,tbd,,Powerhead Games,E
1244,0.2,PS3,2008.0,Action,Activision,0.0,67.0,44.0,7.9,34.0,"Treyarch, Shaba Games",T
1245,0.0,PSP,2012.0,Action,Namco Bandai Games,0.04,,,,,,
1246,0.17,PS,1998.0,Misc,NewKidCo,0.0,,,,,,
1247,0.16,PS3,2010.0,Fighting,Electronic Arts,0.01,77.0,47.0,6.9,38.0,EA Tiburon,T
1248,0.0,PS3,2012.0,Adventure,Aqua Plus,0.04,,,,,,
1249,0.16,PS,2000.0,Platform,Ubisoft,0.0,,,,,,
1250,0.03,DS,2010.0,Misc,Zoo Games,0.0,,,tbd,,Zoo Games,E
1251,0.01,GBA,2002.0,Action,BAM! Entertainment,0.0,52.0,4.0,tbd,,Planet Interactive,E
1252,0.01,PC,2012.0,Action,Activision,0.0,78.0,13.0,7.9,121.0,"High Moon Studios, Mercenary Technologies",T
1253,0.0,PC,2009.0,Simulation,THQ,0.0,,,8.4,11.0,Blue Fang Games,E
1254,0.23,PS3,2013.0,Action,Activision,0.0,61.0,27.0,7.2,221.0,High Moon Studios,M
1255,0.02,PC,1992.0,Adventure,Virgin Interactive,0.0,,,,,Trilobyte,T
1256,0.12,DS,2007.0,Misc,Ubisoft,0.0,,,6.7,10.0,Ubisoft,E
1257,0.72,DS,2006.0,Action,Disney Interactive Studios,0.0,,,7,4.0,Gorilla Systems,E
1258,0.05,DS,2008.0,Sports,Atari,0.0,,,,,,
1259,0.08,PSP,2007.0,Sports,Take-Two Interactive,0.0,61.0,5.0,tbd,,Visual Concepts,E
1260,0.08,XB,2003.0,Adventure,Ubisoft,0.0,,,,,,
1261,0.18,PC,2014.0,Action,Ubisoft,0.0,70.0,10.0,3,1463.0,"Ubisoft, Ubisoft Montreal",M
1262,0.0,Wii,2012.0,Puzzle,Namco Bandai Games,0.66,,,,,,
1263,0.17,Wii,2009.0,Simulation,Konami Digital Entertainment,0.0,,,tbd,,Konami,E
1264,0.0,SAT,1994.0,Racing,Sega,0.18,,,,,,
1265,0.18,PS,1999.0,Sports,Electronic Arts,0.0,,,,,,
1266,0.08,XB,2004.0,Role-Playing,Ubisoft,0.0,75.0,50.0,8.8,4.0,InXile Entertainment,T
1267,0.08,PS2,2000.0,Action,3DO,0.0,65.0,16.0,5.9,7.0,3DO,T
1268,0.0,PS3,2009.0,Racing,Black Bean Games,0.0,,,,,,
1269,0.07,DS,2009.0,Misc,Ubisoft,0.0,,,tbd,,Ubisoft,E
1270,1.28,XOne,2016.0,Shooter,Electronic Arts,0.0,87.0,37.0,8.2,440.0,EA DICE,M
1271,0.76,DS,2007.0,Puzzle,Scholastic Inc.,0.0,53.0,6.0,tbd,,Big Blue Bubble Inc.,E
1272,1.02,PS4,2015.0,Role-Playing,Namco Bandai Games,0.23,92.0,79.0,9.2,10179.0,CD Projekt Red Studio,M
1273,0.14,PS2,2005.0,Racing,Take-Two Interactive,0.0,58.0,5.0,7.3,8.0,Eutechnyx,E
1274,0.31,PS2,2007.0,Action,THQ,0.0,65.0,9.0,8,11.0,Asobo Studio,E
1275,0.29,DS,2008.0,Simulation,Electronic Arts,0.0,69.0,16.0,7.3,8.0,Electronic Arts,E
1276,0.14,Wii,2011.0,Simulation,Crave Entertainment,0.0,,,,,,
1277,1.05,PS3,2008.0,Action,Electronic Arts,0.0,88.0,67.0,8.8,545.0,EA Redwood Shores,M
1278,0.29,GC,2003.0,Sports,Electronic Arts,0.0,92.0,27.0,8.7,45.0,EA Canada,E
1279,0.0,PSP,2012.0,Role-Playing,Sega,0.2,,,,,,
1280,0.0,PC,2015.0,Simulation,Electronic Arts,0.0,,,7.6,26.0,Maxis,T
1281,0.03,PSP,2009.0,Action,Ubisoft Annecy,0.38,65.0,28.0,6.8,10.0,Omega Force,T
1282,0.19,3DS,2011.0,Racing,Namco Bandai Games,0.12,75.0,59.0,7.2,56.0,Namco Bandai Games,E
1283,0.0,N64,1997.0,Shooter,Acclaim Entertainment,0.05,,,,,,
1284,0.04,DS,2011.0,Puzzle,Mastertronic,0.0,70.0,5.0,tbd,,"Mastertronic, V5 Play Studio",E
1285,0.18,X360,2007.0,Misc,Ubisoft,0.0,67.0,16.0,7.3,19.0,Ubisoft Montpellier,E
1286,0.01,PC,,Shooter,Namco Bandai Games,0.0,59.0,6.0,6.7,107.0,Saber Interactive,M
1287,0.52,DS,2008.0,Simulation,Ubisoft,0.0,,,tbd,,Magic Pockets,E
1288,0.03,GBA,2001.0,Puzzle,Ubisoft,0.0,77.0,9.0,tbd,,Taito Corporation,E
1289,0.01,PS3,2016.0,Shooter,Activision,0.0,,,7,5.0,Infinity Ward,M
1290,0.71,NES,1986.0,Action,Capcom,0.25,,,,,,
1291,0.06,DS,2010.0,Action,THQ,0.0,,,tbd,,Griptonite Games,E10+
1292,0.25,DS,2009.0,Simulation,Electronic Arts,0.0,,,tbd,,Electronic Arts,E
1293,1.0,GB,1998.0,Adventure,Nintendo,0.45,,,,,,
1294,0.06,PS2,2005.0,Misc,Empire Interactive,0.0,68.0,18.0,tbd,,Empire Oxford,T
1295,0.15,PS2,2004.0,Fighting,Acclaim Entertainment,0.0,55.0,24.0,6.1,7.0,Acclaim,T
1296,0.0,DS,2009.0,Adventure,SNK Playmore,0.02,,,,,,
1297,0.0,PC,2013.0,Action,Konami Digital Entertainment,0.0,74.0,9.0,4.4,239.0,Konami,E
1298,0.19,PS2,2003.0,Platform,Sony Computer Entertainment,0.0,73.0,39.0,8.3,22.0,Argonaut Games,T
1299,0.18,PS,1997.0,Puzzle,Acclaim Entertainment,0.0,,,,,,
1300,0.0,GB,1999.0,Simulation,Ubisoft,0.12,,,,,,
1301,0.0,Wii,2010.0,Sports,Alternative Software,0.0,,,,,,
1302,0.42,XOne,2016.0,Racing,Microsoft Game Studios,0.0,91.0,90.0,7.4,594.0,Playground Games,E
1303,0.62,X360,2012.0,Racing,Electronic Arts,0.01,83.0,54.0,8.5,134.0,EA Canada,T
1304,0.15,X360,2007.0,Action,Tecmo Koei,0.06,60.0,42.0,7.4,22.0,Omega Force,T
1305,0.0,PC,2001.0,Strategy,Microsoft Game Studios,0.0,,,,,,
1306,0.28,Wii,2009.0,Action,Electronic Arts,0.0,60.0,35.0,6,8.0,EA Bright Light,E10+
1307,0.09,XB,2003.0,Shooter,LucasArts,0.0,79.0,41.0,7.2,15.0,Planet Moon Studios,T
1308,0.0,DS,2007.0,Misc,Hudson Soft,0.34,,,,,,
1309,0.11,GC,2006.0,Adventure,THQ,0.0,60.0,18.0,tbd,,Artificial Mind and Movement,E10+
1310,0.04,DS,2010.0,Sports,Storm City Games,0.0,,,,,,
1311,0.25,PSP,2007.0,Action,Vivendi Games,0.0,,,7.1,24.0,SuperVillain Studios,E10+
1312,0.08,PSP,2010.0,Racing,Disney Interactive Studios,0.0,63.0,16.0,6.7,15.0,Black Rock Studio,E10+
1313,0.03,X360,2007.0,Action,Tecmo Koei,0.01,53.0,29.0,8.5,13.0,Omega Force,T
1314,0.0,PC,2011.0,Simulation,Excalibur Publishing,0.0,,,tbd,,Giants Software,
1315,0.7,DS,2008.0,Simulation,Ubisoft,0.0,,,tbd,,Magic Pockets,E
1316,0.55,Wii,2011.0,Shooter,Activision,0.0,70.0,16.0,1.8,442.0,"Treyarch, Sledgehammer Games",M
1317,0.0,PS2,2007.0,Role-Playing,Namco Bandai Games,0.17,,,,,,
1318,0.37,PS2,2004.0,Shooter,Sony Computer Entertainment,0.0,65.0,47.0,6.9,30.0,Sony Bend,M
1319,0.09,DS,2010.0,Puzzle,Astragon,0.0,,,,,,
1320,0.03,PS,1996.0,Fighting,Acclaim Entertainment,0.0,,,,,,
1321,0.2,XB,2002.0,Sports,Electronic Arts,0.0,78.0,20.0,7.9,7.0,Electronic Arts,T
1322,3.21,GBA,2001.0,Platform,Nintendo,0.95,,,,,,
1323,0.3,PS2,2004.0,Sports,Play It,0.0,48.0,14.0,6.8,4.0,Lab Rats Games,E
1324,0.04,PS3,2012.0,Action,Konami Digital Entertainment,0.01,53.0,19.0,7.2,22.0,Gaijin Entertainment,M
1325,0.0,PS3,2011.0,Sports,Koch Media,0.0,,,,,,
1326,0.0,PS2,2000.0,Strategy,Midas Interactive Entertainment,0.06,,,,,,
1327,0.1,Wii,2009.0,Adventure,Majesco Entertainment,0.0,,,tbd,,Void Productions,E
1328,0.09,PS3,2010.0,Adventure,Namco Bandai Games,0.01,72.0,49.0,7.9,35.0,Game Republic,T
1329,0.09,GC,2002.0,Racing,Acclaim Entertainment,0.0,52.0,17.0,6.8,8.0,Acclaim Studios Cheltenham,E
1330,0.24,X360,2007.0,Action,Electronic Arts,0.0,68.0,38.0,6.8,20.0,EA Games,E10+
1331,0.24,N64,1999.0,Racing,Take-Two Interactive,0.0,,,,,,
1332,0.0,3DS,2015.0,Action,Arc System Works,0.02,,,,,,
1333,0.03,Wii,2009.0,Racing,Nordic Games,0.0,,,tbd,,Nordic Games Publishing,E
1334,0.0,PS2,2007.0,Misc,D3Publisher,0.02,,,,,,
1335,0.12,PS3,2010.0,Simulation,Konami Digital Entertainment,0.0,60.0,5.0,tbd,,Konami,E10+
1336,0.14,PS,2000.0,Shooter,3DO,0.0,48.0,8.0,7.3,7.0,3DO,T
1337,0.0,PS,1999.0,Adventure,Konami Digital Entertainment,0.1,,,,,,
1338,0.5,PS2,2007.0,Sports,Take-Two Interactive,0.0,72.0,7.0,6,9.0,Visual Concepts,E
1339,0.03,PC,2016.0,Action,Insomniac Games,0.0,73.0,12.0,6.3,15.0,Insomniac Games,E
1340,0.0,DS,2009.0,Adventure,ASCII Media Works,0.02,,,,,,
1341,0.41,PS3,2006.0,Platform,Sega,0.04,43.0,17.0,4.1,176.0,Sonic Team,E10+
1342,0.0,DS,2010.0,Misc,Foreign Media Games,0.0,,,,,,
1343,0.11,GC,2002.0,Role-Playing,Virgin Interactive,0.0,79.0,10.0,7.7,22.0,High Voltage Software,T
1344,0.07,PS2,2004.0,Role-Playing,Tecmo Koei,0.0,81.0,40.0,7.9,22.0,Nippon Ichi Software,T
1345,0.12,PS,1998.0,Fighting,Capcom,0.28,,,,,,
